loan_app_id,member_id,loan_amount,funded_amount,investors_amount,term,int_rate,monthly_installment,risk_grade,risk_sub_grade,emp_length,home_ownership,annual_income,verification_status,issue_date,loan_status,purpose_of_loan,addr_state,dti,delinq_in2yrs,earliest_cr_line,Inquiry_last_6mths,mths_since_last_delinq,open_acc,no.of_negative_financial_records,credit_bal_left,%credit_bal_left,total_credit_acc,total_pymnt_paid,total_pymnt_paid_to_inv,principal_receive,principal_received_inv,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_date,last_pymnt_amnt,credit-info_last_checked,pub_rec_bankruptcies
692654,883349,16000,16000,16000, 36 months,15.28%,556.85,D,D3,3 years,MORTGAGE,78500,Source Verified,Mar-11,1,debt_consolidation,UT,12.99,0,Jul-99,0,,14,1,13708,85.70%,26,13186.38,13186.38,9366.6,3439.8,0,379.98,4.41,Feb-13,556.85,Jul-13,1
817581,1025435,1200,1200,1200, 36 months,7.49%,37.33,A,A4,1 year,MORTGAGE,74000,Source Verified,Jul-11,0,major_purchase,NH,20.96,0,Mar-00,0,,12,0,8627,41.30%,18,1343.556219,1343.56,1200,143.56,0,0,0,Aug-14,43.58,Apr-16,0
399604,442424,3500,3500,3325, 36 months,7.68%,109.17,A,A2,10+ years,MORTGAGE,63000,Not Verified,May-09,0,home_improvement,AR,18.46,0,Dec-87,0,43,9,0,2733,7.60%,24,3930.004292,3733.5,3500,430,0,0,0,May-12,134.48,Oct-14,0
1015628,1243095,4950,4950,4950, 36 months,11.71%,163.73,B,B3,10+ years,MORTGAGE,19200,Source Verified,Nov-11,1,debt_consolidation,WI,22.63,0,Dec-98,0,39,12,2,6406,54.30%,33,1541.46,1541.46,915.75,393.91,0,231.8,2.28,Aug-12,165.41,Feb-13,0
703499,895505,8875,8875,8312.825256, 36 months,7.66%,276.73,A,A5,8 years,MORTGAGE,30996,Not Verified,Mar-11,0,debt_consolidation,KS,29.07,0,Mar-98,3,,15,0,10855,25.20%,45,9961.889393,9262.67,8875,1086.89,0,0,0,Apr-14,289.28,Apr-16,0
469044,591251,9600,9600,9525, 36 months,14.96%,332.6,D,D2,10+ years,MORTGAGE,67350,Not Verified,Dec-09,0,debt_consolidation,NJ,5.56,1,Jun-96,1,2,10,0,11028,23.50%,15,10673.21839,10589.83,9600,1073.22,0,0,0,Nov-10,7689.47,Nov-10,0
864135,1077297,9600,9600,9600, 36 months,14.27%,329.37,C,C2,4 years,RENT,24000,Not Verified,Sep-11,1,debt_consolidation,IL,14.6,0,Jan-06,1,,8,0,7671,77.90%,12,8130.27,8130.27,5634.99,1939.27,0,556.01,5.560100003,Oct-13,26.22,Feb-14,0
595476,764532,1200,1200,1200, 36 months,13.98%,41.01,C,C3,< 1 year,MORTGAGE,52000,Not Verified,Oct-10,0,debt_consolidation,VA,7.62,0,Dec-00,1,55,4,0,0,0%,25,1463.314742,1463.31,1200,263.31,0,0,0,Mar-13,319.27,Jun-14,0
735801,932608,30000,30000,30000, 60 months,17.49%,753.51,D,D5,7 years,OWN,170004,Verified,May-11,0,other,NY,7.95,0,May-98,2,,6,0,24120,69.90%,13,41828.87208,41828.87,30000,11828.87,0,0,0,Mar-14,16991.88,Apr-16,0
385119,416609,11750,11750,11675, 36 months,13.47%,398.6,C,C4,3 years,RENT,98000,Source Verified,Mar-09,0,debt_consolidation,NY,16.4,0,Apr-97,0,,10,0,30993,71.20%,14,14184.82719,14094.29,11749.99,2434.84,0,0,0,Aug-11,3383.02,Apr-16,0
771318,973077,15000,15000,15000, 60 months,21.74%,412.07,F,F5,5 years,RENT,46000,Source Verified,Jun-11,0,debt_consolidation,NY,11.82,0,Apr-07,0,,6,0,9208,91.20%,8,24153.61006,24153.61,15000,9153.61,0,0,0,May-15,5226.87,Apr-16,0
557621,717933,10000,10000,9975, 36 months,14.35%,343.48,C,C4,4 years,RENT,30000,Source Verified,Aug-10,0,other,CT,18,0,Sep-06,0,,7,0,2416,63.40%,9,11904.01833,11874.26,10000,1904.02,0,0,0,May-12,5059.22,Jun-12,0
784486,987703,8000,8000,8000, 36 months,5.99%,243.34,A,A2,10+ years,MORTGAGE,60000,Verified,Jun-11,0,home_improvement,PA,6.22,0,Aug-02,0,82,7,1,1100,7.60%,19,8760.210626,8760.21,8000,760.21,0,0,0,Jul-14,246.11,Aug-14,1
347213,330591,7500,7500,0.000121098, 36 months,13.55%,254.7,D,D4,10+ years,MORTGAGE,55000,Not Verified,May-08,1,credit_card,CA,21.51,0,Sep-97,1,52,15,0,17590,86.20%,19,7462.99,0,5794.91,1591.1,0,76.98,0.77,Oct-10,254.7,Mar-11,0
494361,632849,7400,7400,7201.691477, 36 months,13.11%,249.72,C,C2,8 years,MORTGAGE,60000,Not Verified,May-10,0,credit_card,WA,5.38,0,Jun-98,1,49,5,1,10043,76.10%,19,8599.712194,8329.79,7400,1199.71,0,0,0,Dec-11,4112,May-16,0
541493,698914,9900,9900,9875, 36 months,14.35%,340.05,C,C4,1 year,RENT,50000,Source Verified,Jul-10,0,debt_consolidation,KY,11.3,1,Oct-03,0,3,9,0,10259,81.40%,19,12232.84504,12201.95,9899.99,2332.86,0,0,0,Jul-13,161.74,Jul-13,0
533761,689914,1800,1800,1800, 36 months,14.84%,62.26,D,D1,6 years,OWN,30000,Not Verified,Jun-10,0,debt_consolidation,CA,7.72,0,Sep-06,0,,4,0,1571,94.50%,8,2241.386962,2241.39,1800,441.39,0,0,0,Jul-13,68.26,Jul-13,0
478519,607533,4000,4000,4000, 36 months,7.74%,124.88,A,A3,3 years,RENT,65000,Not Verified,Jan-10,0,credit_card,CA,1.83,0,Aug-96,1,,6,0,4370,21%,8,4495.712933,4495.71,4000,495.71,0,0,0,Feb-13,127.42,Nov-14,0
865019,1078209,4200,4200,4200, 36 months,14.79%,145.17,C,C4,2 years,RENT,65000,Not Verified,Aug-11,0,house,CA,6.15,0,Jan-00,1,,2,0,11893,99.10%,11,4943.897424,4943.9,4200,743.9,0,0,0,Mar-13,2481.24,Mar-13,0
625498,801585,5000,5000,5000, 36 months,8.88%,158.72,B,B1,8 years,MORTGAGE,36000,Not Verified,Dec-10,0,major_purchase,CA,1.23,0,Nov-98,0,,3,0,1815,60.50%,16,5714.404139,5714.4,5000,714.4,0,0,0,Dec-13,170.85,Jul-15,0
541475,698890,6000,6000,5277.71, 36 months,11.49%,197.83,B,B4,2 years,MORTGAGE,42000,Not Verified,Jul-10,1,home_improvement,TX,14.12,0,Dec-00,1,,7,0,3647,66.30%,10,1642.95,1508.49,421.21,171.32,29.94173501,1020.48,357.3,Oct-10,425.66,May-16,0
414320,468408,6000,6000,5900, 36 months,11.89%,198.99,B,B4,2 years,RENT,35000,Not Verified,Jun-09,0,other,FL,9.81,0,Apr-06,0,,5,0,147,2.40%,5,7157.532726,7038.24,6000,1157.53,0,0,0,Apr-12,621.35,Apr-12,0
622090,797290,25000,25000,24850, 60 months,17.43%,627.11,E,E5,4 years,MORTGAGE,170004,Verified,Dec-10,0,debt_consolidation,LA,6.09,0,Sep-00,2,61,17,0,14692,37.70%,58,26776.73993,26616.08,25000,1776.74,0,0,0,May-11,24280.18,May-11,0
368492,379221,4500,4500,4500, 36 months,9.62%,144.41,B,B3,< 1 year,RENT,21000,Not Verified,Nov-10,0,debt_consolidation,PA,4.91,1,May-03,0,18,4,0,1007,6.30%,7,4820.827314,4820.83,4500,320.83,0,0,0,Oct-11,3524.35,Feb-15,0
568605,731481,4200,4200,4200, 60 months,13.61%,96.88,C,C2,6 years,OWN,32004,Source Verified,Aug-10,0,home_improvement,MO,16.35,0,Nov-01,2,76,7,0,1961,51.60%,14,5812.760107,5812.76,4200,1612.76,0,0,0,Sep-15,106.06,May-16,0
789853,993832,3500,3500,3500, 36 months,5.99%,106.47,A,A2,5 years,MORTGAGE,54000,Not Verified,Jun-11,0,wedding,OH,20.78,0,May-99,0,,9,0,3470,59.80%,20,3832.563008,3832.56,3500,332.56,0,0,0,Jul-14,108.07,Jul-14,0
630503,807769,11000,11000,10863.83899, 36 months,5.42%,331.76,A,A1,7 years,MORTGAGE,43200,Verified,Dec-10,0,credit_card,WV,6.19,0,Oct-97,1,,7,0,11186,46.90%,25,11592.28289,11447.01,11000,592.28,0,0,0,Jan-13,247.2,Mar-16,0
576077,740894,12000,12000,11975, 36 months,10.75%,391.45,B,B2,10+ years,MORTGAGE,128899.92,Verified,Sep-10,1,debt_consolidation,CA,17.57,0,Apr-87,5,,15,0,5999,26.80%,37,5074.45,5063.93,3572.9,1114.66,0,386.89,4.16,Oct-11,391.45,May-16,0
592570,761039,1500,1500,1500, 36 months,6.76%,46.16,A,A2,2 years,OWN,25000,Source Verified,Oct-10,0,vacation,TX,5.09,0,Nov-00,0,,8,0,33,0.40%,18,1661.494066,1661.49,1500,161.49,0,0,0,Oct-13,51.35,Oct-13,0
1034776,1264400,10625,10625,10625, 36 months,14.27%,364.54,C,C2,10+ years,MORTGAGE,25000,Not Verified,Nov-11,0,debt_consolidation,VA,14.74,0,Jul-03,1,30,7,0,15827,68.20%,11,13123.09198,13123.09,10625,2498.09,0,0,0,Dec-14,375.66,Jan-15,0
799617,1004825,2500,2500,2500, 36 months,8.49%,78.91,A,A5,5 years,MORTGAGE,110004,Source Verified,Jun-11,1,other,GA,12.19,0,Jul-96,0,,5,0,22398,87.80%,24,1265.78,1265.78,960.35,217.3,0,88.13,0.94,Oct-12,78.91,Mar-13,0
634145,812403,8200,8200,8200, 60 months,14.83%,194.35,D,D3,3 years,MORTGAGE,44000,Verified,Dec-10,0,debt_consolidation,TX,23.15,0,Oct-00,1,,7,0,10305,77.50%,19,9069.515435,9069.52,8200,869.52,0,0,0,Oct-11,7517.05,Oct-14,0
828375,1037398,12000,12000,11530.58134, 60 months,15.23%,286.93,C,C5,7 years,MORTGAGE,50000,Not Verified,Aug-11,1,credit_card,WA,20.18,0,Sep-04,1,,10,1,18559,64.20%,12,14633.43,13700.91,9550.36,5041.07,0,42,7.56,Nov-15,286.93,May-16,1
860812,1073626,20000,20000,19900, 60 months,15.99%,486.26,D,D2,,OWN,38880,Verified,Aug-11,0,debt_consolidation,FL,19.75,0,Oct-86,1,,4,0,26930,60.40%,6,27697.10628,27558.62,20000,7697.11,0,0,0,Nov-14,9732.07,Nov-14,0
739328,936902,8000,8000,8000, 60 months,18.25%,204.24,F,F1,4 years,RENT,60000,Not Verified,May-11,0,other,FL,7.7,2,Sep-00,0,13,11,0,3647,84.80%,22,10893.49937,10893.5,8000,2893.5,0,0,0,Aug-14,597.04,Sep-15,0
869761,1083734,2200,2200,2200, 36 months,7.49%,68.43,A,A4,10+ years,MORTGAGE,45000,Not Verified,Sep-11,1,credit_card,CA,10.98,0,May-95,0,61,9,1,6434,32.80%,15,1119.38,1119.38,866.43,176.97,0,75.98,0.83,Jan-13,90.86,Jun-13,1
278405,278389,12000,12000,1102.106249, 36 months,13.24%,405.72,D,D3,1 year,RENT,27000,Not Verified,Mar-08,0,debt_consolidation,TX,11.96,0,Oct-94,0,0,5,0,8671,61.50%,8,14605.75522,1263.76,12000,2605.76,0,0,0,Mar-11,407.14,Mar-11,
877771,1079530,12000,12000,11975, 60 months,12.99%,272.98,C,C1,,MORTGAGE,60000,Verified,Sep-11,0,debt_consolidation,TX,26.4,0,Jun-95,3,,11,0,9150,22.50%,49,12633.8477,12607.53,12000,633.85,0,0,0,Feb-12,11552.63,Feb-16,0
763634,945806,17500,17500,17350, 60 months,16.89%,433.89,D,D4,10+ years,RENT,120000,Verified,May-11,0,major_purchase,NV,12.03,0,Aug-94,0,,8,0,12701,96.20%,39,24404.8309,24195.65,17500,6904.83,0,0,0,Jun-14,9261.47,May-16,0
709721,902380,10000,10000,10000, 60 months,17.88%,253.29,E,E5,4 years,OWN,109000,Source Verified,Mar-11,0,home_improvement,CA,11.2,0,Aug-94,3,,9,0,1341,24.40%,17,15198.84388,15198.84,10000,5198.84,0,0,0,May-16,1.43,May-16,0
984544,1208158,17500,17500,17500, 36 months,12.42%,584.77,B,B4,1 year,RENT,48500,Verified,Oct-11,0,debt_consolidation,LA,23.48,0,Jun-99,0,,12,0,36086,57.60%,16,21051.59999,21051.6,17500,3551.6,0,0,0,Oct-14,600.03,May-16,0
547965,706543,4500,4500,4500, 36 months,7.51%,140,A,A4,3 years,RENT,15600,Verified,Jul-10,0,major_purchase,MA,10.23,0,Jun-84,4,,4,0,4820,14.90%,4,5041.196172,5041.2,4500,541.2,0,0,0,Aug-13,160.86,Jan-16,0
560526,721439,4000,4000,3450, 36 months,13.61%,135.96,C,C2,2 years,RENT,36000,Not Verified,Aug-10,0,major_purchase,GA,4.1,0,Jul-00,0,,2,0,4591,83.50%,4,4872.054306,4202.15,4000,872.05,0,0,0,Mar-13,810.62,May-16,0
416002,484117,7000,7000,6800, 36 months,9.32%,223.63,A,A4,5 years,RENT,92000,Not Verified,Jun-09,0,debt_consolidation,CA,7.12,0,May-97,0,,6,0,21477,84.90%,28,8050.546151,7820.53,7000,1050.55,0,0,0,Jul-12,254.05,Jun-12,0
451445,556182,1600,1600,1600, 36 months,14.61%,55.17,D,D1,1 year,OWN,6000,Not Verified,Oct-09,0,major_purchase,TX,5,1,Nov-86,1,23,3,0,369,3%,3,1803.899274,1803.9,1600,203.9,0,0,0,Nov-10,1198.29,Mar-15,0
1048906,1280087,20400,20400,20375, 60 months,11.71%,450.81,B,B3,10+ years,MORTGAGE,94992,Verified,Dec-11,0,debt_consolidation,NY,11.52,0,Apr-97,0,,9,0,15755,43.60%,23,22101.15033,22074.07,20400,1701.15,0,0,0,Sep-12,18507.15,May-15,0
767550,968690,10000,10000,10000, 60 months,18.39%,256.07,E,E2,10+ years,RENT,39996,Source Verified,May-11,0,debt_consolidation,WI,18.12,0,Aug-01,3,43,3,0,6800,88.30%,10,13080.31939,13080.32,10000,3080.32,0,0,0,May-13,7447.95,Jun-15,0
622061,797248,25000,25000,24790.37, 36 months,15.57%,873.63,D,D5,10+ years,MORTGAGE,60000,Verified,Nov-10,1,debt_consolidation,OH,11.34,0,Oct-02,0,,5,0,17090,99.40%,11,26113.54,25902.1,3992.23,2114.78,0,20006.53,7002.19,Jul-11,873.63,May-16,0
509068,656963,5000,5000,5000, 36 months,14.22%,171.43,C,C5,7 years,MORTGAGE,52000,Source Verified,Apr-10,0,debt_consolidation,CA,1.85,0,Apr-98,2,,3,0,157,52.30%,7,6159.40266,6159.4,5000,1159.4,0,0,0,Feb-13,686.11,Mar-13,0
811363,1018384,2400,2400,2400, 36 months,9.99%,77.43,B,B1,4 years,OWN,38400,Source Verified,Jul-11,0,major_purchase,GA,17.72,0,Apr-08,0,,6,0,2093,46.50%,8,2659.859225,2659.86,2400,259.86,0,0,0,Jan-14,78.15,Dec-13,0
977611,1200408,24000,24000,23875, 60 months,22.06%,663.68,F,F4,4 years,MORTGAGE,68000,Verified,Oct-11,0,credit_card,WI,15.67,0,Mar-00,1,,10,0,26698,91.10%,32,32635.98851,32466.01,24000,8635.99,0,0,0,Aug-13,18706.83,Jun-14,0
926180,1146931,12000,12000,12000, 36 months,6.03%,365.23,A,A1,,OWN,40000,Source Verified,Dec-11,0,credit_card,GA,18.75,0,Jun-81,0,,10,0,20899,51.10%,25,13148.15,13148.15,12000,1148.15,0,0,0,Jan-15,5.53,Jan-15,0
478050,606824,15000,15000,14900, 36 months,14.61%,517.13,D,D1,< 1 year,RENT,36000,Not Verified,Jan-10,0,major_purchase,TX,9.17,0,Nov-04,2,,8,0,0,,8,18617.15142,18493.04,15000,3617.15,0,0,0,Feb-13,529.73,Dec-15,0
771280,973033,16550,16550,16300, 60 months,12.99%,376.48,C,C1,6 years,MORTGAGE,56820.92,Source Verified,Jun-11,0,debt_consolidation,AR,23.27,0,Feb-93,0,,15,0,16967,82.40%,40,22017.25996,21684.67,16550,5467.26,0,0,0,Feb-15,183.77,May-16,0
879033,1093837,7500,7500,7250, 36 months,8.90%,238.15,A,A5,5 years,MORTGAGE,109000,Verified,Sep-11,0,credit_card,VA,20.31,0,Nov-87,0,59,16,0,42885,40.40%,43,8573.362548,8287.58,7500,1073.36,0,0,0,Sep-14,252.93,May-16,0
473404,593603,25000,25000,24498.59731, 36 months,12.87%,840.83,C,C1,1 year,RENT,80000,Not Verified,Jan-10,0,debt_consolidation,MA,18.81,0,Oct-75,1,,13,0,31890,78.70%,23,29629.57553,28989.86,24999.99,4629.59,0,0,0,May-12,1090.55,May-12,0
425539,501913,5000,5000,4516.229032, 36 months,8.00%,156.69,A,A3,4 years,MORTGAGE,94368,Verified,Jul-09,0,debt_consolidation,CA,16.21,0,Dec-84,3,,11,0,78532,36.90%,51,5630.165901,5084.38,5000,630.17,0,0,0,Mar-12,782.64,Mar-12,0
1053702,1285300,15000,15000,15000, 36 months,12.42%,501.23,B,B4,1 year,RENT,90000,Not Verified,Dec-11,1,debt_consolidation,FL,11.2,0,Nov-03,0,,8,0,14667,77.10%,13,13198.91,13198.91,5180.49,1835.08,0,6183.34,361.7082,Feb-13,501.23,Jun-13,0
827774,1036754,21000,21000,20950, 36 months,11.99%,697.41,B,B5,8 years,MORTGAGE,175000,Source Verified,Aug-11,0,major_purchase,TX,10.99,3,Jan-99,2,8,9,0,5438,40%,20,25085.71686,25025.99,21000,4085.72,0,0,0,Jun-14,2072.89,May-16,0
496277,635870,7750,7750,7700, 36 months,7.51%,241.1,A,A4,10+ years,MORTGAGE,78000,Not Verified,Mar-10,0,small_business,FL,13.63,0,Jan-91,0,,11,0,147451,4.70%,31,8679.704739,8623.71,7750,929.7,0,0,0,Apr-13,260.2,Mar-13,0
622261,797501,12000,12000,11875.53, 60 months,14.46%,282.09,D,D2,10+ years,MORTGAGE,98200,Verified,Nov-10,0,moving,TX,13.05,0,Dec-88,0,37,6,0,9257,94%,24,14103.30881,13891.76,12000,2103.31,0,0,0,May-12,16.58,May-12,0
821627,1029994,16425,16425,15266.84611, 60 months,13.99%,382.1,C,C3,< 1 year,MORTGAGE,70000,Verified,Jul-11,0,debt_consolidation,MI,29.01,0,Jun-77,1,,14,0,31204,79.60%,34,22708.40998,20556.93,16425,6283.41,0,0,0,Oct-15,3992.81,May-16,0
455152,564331,20000,20000,19516.98132, 36 months,16.00%,703.15,D,D5,3 years,MORTGAGE,160000,Not Verified,Nov-09,0,small_business,TX,5.31,0,Jun-93,0,63,13,0,57602,80%,43,25314.52597,24654.91,20000,5314.53,0,0,0,Nov-12,746.32,Sep-15,0
542063,699574,15250,15250,15250, 60 months,16.32%,373.45,D,D5,5 years,RENT,46800,Verified,Aug-10,0,debt_consolidation,CA,24.49,0,Sep-04,0,,5,0,24157,90.60%,8,21613.3433,21613.34,15250,6363.34,0,0,0,Feb-14,6319.49,Jul-15,0
548765,707440,6000,6000,5975, 36 months,7.14%,185.65,A,A3,< 1 year,RENT,25800,Not Verified,Jul-10,0,other,CA,8.6,0,Dec-01,0,,9,0,2444,16%,14,6667.267734,6639.49,6000,667.27,0,0,0,Mar-13,1106.57,Apr-13,0
666779,852452,10000,10000,10000, 36 months,9.63%,320.94,B,B1,10+ years,MORTGAGE,92004,Source Verified,Feb-11,0,debt_consolidation,MI,15.26,0,Oct-95,1,,6,0,25375,70.50%,35,11442.58177,11442.58,10000,1442.58,0,0,0,Jun-13,89.43,May-16,0
547206,705590,2325,2325,2325, 36 months,6.39%,71.15,A,A1,,OWN,11340,Not Verified,Jul-10,0,debt_consolidation,OK,11.96,0,Mar-02,0,,6,0,3638,12.40%,12,2517.018874,2517.02,2325,192.02,0,0,0,May-12,1095.6,May-12,0
369617,385626,5000,5000,3838.16, 36 months,11.89%,165.82,B,B4,< 1 year,RENT,45000,Not Verified,Jan-09,0,wedding,MN,5.47,0,Dec-00,2,24,5,0,452,12.60%,10,5969.502829,4493.19,4999.99,969.51,0,0,0,Jan-12,178.42,Aug-14,0
375782,398328,4000,4000,3574.58, 36 months,12.21%,133.26,B,B5,1 year,RENT,45000,Source Verified,Feb-09,0,other,GA,19.81,0,Aug-00,1,73,10,0,9754,61.30%,33,4728.100111,4222.09,4000,728.1,0,0,0,Apr-11,1403.82,Apr-11,0
794268,998881,12000,12000,12000, 36 months,18.79%,438.6,E,E3,1 year,RENT,129005,Source Verified,Jun-11,0,debt_consolidation,CA,10.43,0,Sep-04,1,,11,0,10847,99.10%,20,14565.67523,14565.68,12000,2565.68,0,0,0,Jun-13,2432.15,Apr-16,0
605342,776579,12000,12000,11799.77124, 60 months,14.46%,282.09,D,D2,9 years,MORTGAGE,50000,Not Verified,Oct-10,1,credit_card,MO,17.61,1,Jul-96,2,4,9,0,5225,36.30%,20,11909.28,11527.34,7996.6,3667.5,0,245.18,2.296400001,Sep-13,282.09,Feb-16,0
1028819,1258172,35000,35000,35000, 36 months,7.90%,1095.16,A,A4,10+ years,MORTGAGE,408000,Verified,Dec-11,0,home_improvement,CA,9.93,0,Mar-92,0,,11,0,33167,18.10%,35,39322.49746,39322.5,35000,4322.5,0,0,0,Oct-14,2845.86,Oct-14,0
777181,979642,3900,3900,3900, 36 months,5.99%,118.63,A,A2,6 years,MORTGAGE,73909,Not Verified,Jun-11,0,home_improvement,CT,12.71,0,Nov-97,0,24,11,0,533,0.70%,24,4150.947074,4150.95,3900,250.95,0,0,0,Oct-12,2373.44,Apr-16,0
1011810,1238699,30000,30000,28428.2217, 60 months,9.91%,636.09,B,B1,10+ years,MORTGAGE,76800,Verified,Dec-11,0,home_improvement,UT,27.53,0,Mar-94,0,,15,0,23487,15.40%,34,37036.36998,34699.34,30000,7036.37,0,0,0,May-15,8143.3,May-15,0
842968,1053678,3600,3600,3550, 36 months,5.99%,109.51,A,A2,5 years,MORTGAGE,50000,Not Verified,Aug-11,0,home_improvement,NH,13.25,0,Jan-98,0,,15,0,521,0.90%,47,3936.664885,3881.99,3600,336.66,0,0,0,Apr-14,543.47,Apr-14,0
609956,782319,10000,10000,10000, 36 months,12.23%,333.25,C,C1,5 years,MORTGAGE,79380,Verified,Nov-10,0,debt_consolidation,CT,11.75,0,Jul-89,2,,11,0,36937,87.70%,33,10910.13592,10910.14,10000,910.14,0,0,0,Sep-11,7919.37,Sep-13,0
1026867,1256067,25000,25000,25000, 36 months,13.49%,848.27,C,C1,2 years,RENT,250000,Source Verified,Nov-11,0,credit_card,MA,10.78,0,Aug-90,0,,10,0,41044,94.60%,26,30537.33517,30537.34,25000,5537.34,0,0,0,Dec-14,881.59,Feb-16,0
1008334,1235001,3300,3300,3300, 36 months,11.71%,109.16,B,B3,1 year,RENT,75000,Source Verified,Nov-11,0,wedding,AL,16.08,0,Mar-08,1,,10,0,21,0.10%,14,3332.45,3332.45,3300,32.45,0,0,0,Dec-11,3332.7,Sep-15,0
637840,817063,6000,6000,5500, 36 months,6.91%,185.02,A,A5,< 1 year,RENT,33500,Not Verified,Dec-10,0,debt_consolidation,MA,18.95,0,Feb-00,0,,15,0,7510,20.70%,19,6424.962206,5889.55,6000,424.96,0,0,0,Apr-12,3836.47,May-16,0
553640,713323,6000,6000,5825, 36 months,14.72%,207.18,C,C5,3 years,RENT,46000,Source Verified,Jul-10,0,credit_card,IL,19.54,0,Dec-98,1,49,8,0,4884,63.40%,12,7458.587075,7241.04,6000,1458.59,0,0,0,Aug-13,219,Aug-13,0
470907,594623,13000,13000,12925, 36 months,15.31%,452.6,D,D3,3 years,RENT,52000,Not Verified,Dec-09,0,debt_consolidation,MA,16.34,1,Oct-99,0,7,8,0,14092,57.80%,15,16295.06971,16201.06,13000,3295.07,0,0,0,Jan-13,457.98,Feb-13,0
454105,562030,6000,6000,5975, 36 months,12.87%,201.8,C,C1,3 years,RENT,58000,Not Verified,Nov-09,0,credit_card,MA,18.12,0,Apr-00,1,,6,0,6184,85.90%,11,7135.949837,7106.22,6000,1135.95,0,0,0,Sep-12,82.24,Jun-12,0
679159,867608,10000,10000,10000, 60 months,14.91%,237.43,D,D2,5 years,RENT,35000,Verified,Feb-11,0,debt_consolidation,RI,10.35,0,Jun-04,2,61,14,0,10957,48.70%,23,10724.06148,10724.06,10000,724.06,0,0,0,Sep-11,9540.55,Apr-16,0
482256,613460,8000,8000,6850, 36 months,10.62%,260.48,B,B3,4 years,RENT,58033,Not Verified,Feb-10,0,major_purchase,FL,7.42,0,Nov-03,1,,3,0,970,5.90%,4,8735.611507,7479.87,8000,735.61,0,0,0,Feb-11,5875.71,Mar-11,0
1036416,1266088,2800,2800,2800, 36 months,10.65%,91.21,B,B2,2 years,MORTGAGE,90000,Not Verified,Dec-11,0,medical,GA,18.83,1,Aug-87,2,10,8,0,2309,52.50%,27,3283.349552,3283.35,2800,483.35,0,0,0,Dec-14,95.87,Apr-16,0
650196,831743,15000,15000,15000, 60 months,14.91%,356.15,D,D2,5 years,RENT,40000,Source Verified,Jan-11,0,other,HI,12.66,0,Oct-93,1,,8,0,0,0%,43,19559.13023,19559.13,15000,4559.13,0,0,0,Aug-13,9245.62,Aug-13,0
871855,1085962,24000,24000,24000, 36 months,5.99%,730.02,A,A2,4 years,MORTGAGE,107000,Verified,Sep-11,0,home_improvement,CA,7.78,0,Jan-00,0,,6,0,2111,8.60%,22,26281.68448,26281.68,24000,2281.68,0,0,0,Oct-14,6.55,May-16,0
637885,817116,25000,25000,24975, 60 months,14.46%,587.69,D,D2,4 years,RENT,97920,Source Verified,Dec-10,1,debt_consolidation,NY,13.46,0,Dec-98,0,80,11,0,14026,43.80%,24,12252.66,12240.54,6063.32,5081.51,0,1107.83,10.73,Aug-12,587.69,Feb-13,0
439227,529790,13000,13000,12640.46893, 36 months,11.83%,430.75,B,B3,2 years,RENT,56000,Not Verified,Sep-09,0,debt_consolidation,IL,11.87,0,May-94,1,78,9,0,10915,34.50%,16,15506.59393,15068.56,13000,2506.59,0,0,0,Sep-12,463.04,Mar-16,0
549097,707845,16000,16000,15975, 36 months,11.12%,524.73,B,B3,10+ years,RENT,60000,Verified,Jul-10,0,debt_consolidation,TX,21.64,0,Apr-01,0,,8,0,11391,68.20%,11,18891.8646,18862.35,16000,2891.86,0,0,0,Aug-13,589.56,Mar-16,0
839275,1049435,3000,3000,2750, 36 months,7.90%,93.88,A,A4,2 years,MORTGAGE,45000,Source Verified,Sep-11,0,debt_consolidation,KS,22.58,0,Oct-97,0,46,8,0,6968,34.50%,23,3379.306094,3097.7,3000,379.31,0,0,0,Oct-14,98.34,May-16,0
492113,629227,5000,5000,5000, 36 months,10.25%,161.93,B,B2,< 1 year,RENT,47184,Not Verified,Mar-10,0,debt_consolidation,OR,13.76,0,Oct-04,1,27,8,0,8716,71.30%,10,5829.63192,5829.63,5000,829.63,0,0,0,Mar-13,191.52,Mar-13,0
800976,1006516,2725,2725,2325, 36 months,8.49%,86.01,A,A5,< 1 year,MORTGAGE,57000,Verified,Jul-11,0,debt_consolidation,GA,13.73,0,Mar-98,0,,12,0,19737,83%,16,3096.315621,2641.81,2725,371.32,0,0,0,Jul-14,106.32,Sep-14,0
1040467,1270445,10400,10400,10400, 36 months,15.27%,361.9,C,C4,10+ years,RENT,38004,Not Verified,Dec-11,1,debt_consolidation,NH,19.58,0,Mar-99,1,,11,0,13017,63.20%,20,9771.3,9771.3,7313.37,2457.93,0,0,0,Apr-14,37.45,Apr-16,0
263697,263450,14500,14500,2749.994341, 36 months,11.97%,481.4,C,C4,3 years,RENT,65000,Not Verified,Feb-08,1,debt_consolidation,CA,8.6,0,Mar-99,1,0,7,0,15506,95.70%,9,7165.25,1358.66,5032.9,1706.7,0,425.65,4.37,May-09,481.4,Dec-09,
670978,857821,10500,10500,10500, 36 months,6.92%,323.83,A,A3,1 year,RENT,85000,Verified,Feb-11,0,credit_card,MO,14.54,0,Sep-96,0,,5,0,11379,63.90%,33,11659.20064,11659.2,10500,1159.2,0,0,0,Mar-14,336.39,May-16,0
